time_idx,Real,predict
9985,0.504,0.319
9986,0.516,0.242
9987,0.515,0.201
9988,0.512,0.178
9989,0.17,0.17
9990,0.177,0.173
9991,0.174,0.186
9992,0.171,0.207
9993,0.203,0.234
9994,1.154,0.264
9995,0.435,0.295
9996,0.102,0.323
9997,0.228,0.348
9998,0.456,0.367
9999,1.115,0.38
10000,0.968,0.39
10001,0.749,0.397
10002,0.372,0.402
10003,0.348,0.405
10004,0.472,0.407
10005,1.043,0.409
10006,0.637,0.41
10007,0.276,0.41
10008,0.441,0.386
10009,0.491,0.329
10010,0.444,0.281
10011,0.429,0.248
10012,0.442,0.232
10013,0.199,0.23
10014,0.097,0.241
10015,0.104,0.262
10016,0.078,0.29
10017,0.106,0.321
10018,0.385,0.351
10019,0.892,0.375
10020,1.287,0.391
10021,0.224,0.401
10022,0.607,0.406
10023,0.602,0.408
10024,0.516,0.409
10025,0.288,0.409
10026,0.229,0.409
10027,0.578,0.409
10028,1.264,0.408
10029,1.043,0.408
10030,0.53,0.408
10031,0.255,0.408
10032,0.241,0.34
10033,0.343,0.311
10034,0.341,0.29
10035,0.342,0.277
10036,0.34,0.273
10037,0.301,0.277
10038,0.272,0.286
10039,0.493,0.298
10040,0.306,0.311
10041,0.315,0.324
10042,0.214,0.335
10043,0.516,0.345
10044,0.485,0.351
10045,0.402,0.356
10046,0.392,0.36
10047,0.411,0.362
10048,0.452,0.364
10049,0.903,0.366
10050,1.176,0.367
10051,0.437,0.368
10052,0.496,0.369
10053,0.294,0.37
10054,0.306,0.371
10055,0.244,0.371
10056,0.217,0.298
10057,0.19,0.248
10058,0.17,0.23
10059,0.171,0.229
10060,0.171,0.24
10061,0.169,0.261
10062,0.163,0.291
10063,0.302,0.323
10064,0.273,0.354
10065,0.814,0.379
10066,0.572,0.397
10067,1.083,0.408
10068,0.329,0.415
10069,0.08,0.418
10070,0.141,0.42
10071,0.23,0.421
10072,0.772,0.422
10073,0.417,0.422
10074,0.439,0.422
10075,0.542,0.422
10076,0.755,0.422
10077,0.363,0.421
10078,0.375,0.421
10079,0.656,0.421
10080,0.526,0.43
10081,0.506,0.407
10082,0.182,0.388
10083,0.162,0.376
10084,0.159,0.37
10085,0.157,0.368
10086,0.158,0.368
10087,0.158,0.37
10088,0.397,0.372
10089,0.246,0.375
10090,0.485,0.377
10091,0.389,0.378
10092,0.379,0.38
10093,0.348,0.38
10094,0.879,0.381
10095,0.306,0.381
10096,0.275,0.381
10097,1.247,0.381
10098,0.586,0.382
10099,1.098,0.382
10100,0.634,0.382
10101,0.576,0.382
10102,1.223,0.382
10103,0.54,0.382
10104,0.553,0.286
10105,0.52,0.248
10106,0.398,0.222
10107,0.285,0.208
10108,0.283,0.204
10109,0.25,0.209
10110,0.115,0.221
10111,0.135,0.238
10112,0.143,0.259
10113,0.466,0.281
10114,0.361,0.302
10115,0.269,0.321
10116,0.487,0.338
10117,0.448,0.351
10118,0.459,0.362
10119,1.777,0.371
10120,2.206,0.378
10121,0.459,0.383
10122,0.66,0.387
10123,0.463,0.39
10124,0.864,0.393
10125,0.694,0.395
10126,0.55,0.397
10127,0.432,0.398
10128,0.292,0.273
10129,1.007,0.196
10130,0.45,0.142
10131,0.289,0.108
10132,0.286,0.09
10133,0.284,0.083
10134,0.282,0.083
10135,0.281,0.089
10136,0.484,0.1
10137,0.301,0.113
10138,0.171,0.13
10139,0.535,0.15
10140,0.226,0.172
10141,0.184,0.197
10142,0.28,0.225
10143,0.364,0.255
10144,0.938,0.286
10145,0.762,0.316
10146,0.371,0.343
10147,0.531,0.366
10148,0.965,0.383
10149,0.447,0.395
10150,1.002,0.404
10151,0.522,0.409
10152,0.29,0.322
