time_idx,Real,predict
9985,0.113,0.145
9986,0.13,0.128
9987,0.155,0.148
9988,0.113,0.144
9989,0.132,0.128
9990,0.166,0.167
9991,0.375,0.279
9992,0.352,0.478
9993,0.464,0.367
9994,0.343,0.316
9995,0.539,0.254
9996,0.165,0.152
9997,0.292,0.258
9998,0.132,0.17
9999,0.151,0.267
10000,0.422,0.361
10001,0.527,0.376
10002,0.462,0.494
10003,0.377,0.437
10004,0.496,0.489
10005,0.376,0.384
10006,0.321,0.332
10007,0.515,0.409
10008,0.19,0.17
10009,0.141,0.145
10010,0.105,0.129
10011,0.157,0.148
10012,0.133,0.144
10013,0.121,0.128
10014,0.173,0.168
10015,0.19,0.273
10016,0.429,0.483
10017,0.478,0.368
10018,0.352,0.313
10019,0.451,0.255
10020,0.327,0.149
10021,0.3,0.261
10022,0.226,0.172
10023,0.224,0.268
10024,0.287,0.363
10025,0.47,0.382
10026,0.311,0.494
10027,0.416,0.437
10028,0.373,0.489
10029,0.367,0.385
10030,0.536,0.333
10031,0.258,0.41
10032,0.14,0.17
10033,0.153,0.145
10034,0.099,0.129
10035,0.153,0.148
10036,0.138,0.144
10037,0.114,0.128
10038,0.171,0.168
10039,0.61,0.273
10040,0.228,0.483
10041,0.25,0.368
10042,0.109,0.312
10043,0.246,0.254
10044,0.341,0.149
10045,0.298,0.26
10046,0.341,0.171
10047,0.151,0.267
10048,0.326,0.361
10049,0.282,0.38
10050,0.478,0.494
10051,0.362,0.437
10052,0.387,0.489
10053,0.407,0.385
10054,0.323,0.332
10055,0.379,0.41
10056,0.126,0.17
10057,0.142,0.145
10058,0.151,0.129
10059,0.12,0.148
10060,0.125,0.144
10061,0.153,0.128
10062,0.139,0.168
10063,0.226,0.273
10064,0.48,0.483
10065,0.352,0.368
10066,0.331,0.312
10067,0.18,0.255
10068,0.169,0.149
10069,0.239,0.26
10070,0.21,0.172
10071,0.211,0.267
10072,0.366,0.362
10073,0.518,0.381
10074,0.349,0.494
10075,0.369,0.437
10076,0.458,0.489
10077,0.342,0.385
10078,0.333,0.332
10079,0.463,0.41
10080,0.136,0.17
10081,0.123,0.145
10082,0.147,0.129
10083,0.149,0.148
10084,0.111,0.144
10085,0.137,0.128
10086,0.166,0.168
10087,0.694,0.273
10088,0.209,0.483
10089,0.264,0.368
10090,0.144,0.312
10091,0.188,0.254
10092,0.113,0.149
10093,0.129,0.26
10094,0.354,0.171
10095,0.298,0.267
10096,0.425,0.362
10097,0.287,0.38
10098,0.364,0.494
10099,0.478,0.437
10100,0.377,0.489
10101,0.368,0.385
10102,0.357,0.332
10103,0.477,0.41
10104,0.146,0.17
10105,0.143,0.145
10106,0.145,0.129
10107,0.111,0.148
10108,0.125,0.144
10109,0.148,0.128
10110,0.123,0.168
10111,0.383,0.273
10112,0.389,0.483
10113,0.307,0.368
10114,0.16,0.312
10115,0.328,0.254
10116,0.131,0.149
10117,0.279,0.26
10118,0.118,0.172
10119,0.25,0.267
10120,0.327,0.362
10121,0.248,0.38
10122,0.754,0.494
10123,0.425,0.437
10124,0.399,0.489
10125,0.466,0.385
10126,0.335,0.332
10127,0.402,0.41
10128,0.132,0.17
10129,0.144,0.145
10130,0.153,0.129
10131,0.116,0.148
10132,0.133,0.144
10133,0.155,0.128
10134,0.122,0.168
10135,0.627,0.273
10136,0.277,0.483
10137,0.241,0.368
10138,0.129,0.312
10139,0.178,0.254
10140,0.133,0.149
10141,0.112,0.26
10142,0.357,0.172
10143,0.189,0.267
10144,0.249,0.362
10145,0.516,0.38
10146,0.526,0.494
10147,0.465,0.437
10148,0.442,0.489
10149,0.353,0.385
10150,0.331,0.332
10151,0.455,0.41
10152,0.071,0.17
