time_idx,Real,predict
9985,0.372,0.405
9986,0.297,0.377
9987,0.299,0.368
9988,0.298,0.374
9989,0.324,0.383
9990,0.775,0.582
9991,0.762,0.541
9992,0.763,0.698
9993,0.851,0.733
9994,0.787,0.791
9995,0.695,0.864
9996,1.063,0.928
9997,1.014,0.9
9998,0.751,0.878
9999,0.848,0.821
10000,0.488,0.797
10001,1.249,0.875
10002,1.046,0.962
10003,1.19,0.985
10004,0.85,1.035
10005,0.882,1.027
10006,0.668,0.94
10007,0.528,0.807
10008,0.495,0.633
10009,0.402,0.54
10010,0.723,0.492
10011,0.312,0.452
10012,0.328,0.442
10013,0.275,0.446
10014,0.345,0.647
10015,0.414,0.596
10016,0.803,0.744
10017,1.326,0.764
10018,1.115,0.814
10019,0.915,0.883
10020,0.835,0.947
10021,0.513,0.919
10022,0.45,0.896
10023,0.898,0.837
10024,0.426,0.814
10025,0.483,0.892
10026,0.843,0.978
10027,1.573,1.0
10028,0.732,1.047
10029,0.954,1.038
10030,1.048,0.95
10031,1.414,0.818
10032,1.32,0.643
10033,0.801,0.548
10034,0.758,0.499
10035,0.548,0.458
10036,0.421,0.447
10037,0.308,0.451
10038,0.357,0.651
10039,0.37,0.6
10040,0.339,0.747
10041,0.749,0.766
10042,0.862,0.816
10043,1.0,0.884
10044,0.991,0.948
10045,1.294,0.92
10046,3.033,0.897
10047,1.981,0.838
10048,1.845,0.815
10049,1.097,0.893
10050,1.106,0.979
10051,0.965,1.001
10052,0.911,1.048
10053,0.873,1.039
10054,1.107,0.95
10055,0.957,0.818
10056,0.967,0.644
10057,0.765,0.549
10058,0.865,0.5
10059,0.682,0.458
10060,0.627,0.448
10061,0.474,0.452
10062,0.888,0.652
10063,0.76,0.601
10064,0.906,0.747
10065,0.509,0.766
10066,1.028,0.816
10067,0.582,0.884
10068,1.135,0.949
10069,1.632,0.92
10070,0.795,0.898
10071,0.776,0.838
10072,0.609,0.815
10073,0.806,0.893
10074,1.871,0.979
10075,2.021,1.001
10076,1.431,1.048
10077,1.046,1.039
10078,0.907,0.95
10079,0.827,0.818
10080,0.707,0.644
10081,0.775,0.549
10082,0.509,0.5
10083,0.441,0.458
10084,0.429,0.448
10085,0.44,0.452
10086,1.015,0.652
10087,1.819,0.601
10088,0.981,0.747
10089,0.83,0.766
10090,0.682,0.816
10091,0.639,0.884
10092,0.606,0.949
10093,0.514,0.92
10094,0.48,0.898
10095,0.663,0.838
10096,0.518,0.815
10097,0.741,0.893
10098,0.752,0.979
10099,0.876,1.001
10100,0.906,1.048
10101,0.739,1.039
10102,0.778,0.95
10103,0.931,0.818
10104,0.576,0.644
10105,0.565,0.549
10106,0.534,0.5
10107,0.517,0.458
10108,0.425,0.448
10109,0.423,0.452
10110,0.813,0.652
10111,0.786,0.601
10112,0.837,0.747
10113,0.743,0.766
10114,0.782,0.816
10115,0.693,0.884
10116,1.316,0.949
10117,0.855,0.92
10118,0.838,0.898
10119,0.847,0.838
10120,0.549,0.815
10121,0.631,0.893
10122,0.758,0.979
10123,1.57,1.001
10124,1.229,1.048
10125,2.202,1.039
10126,0.654,0.95
10127,0.654,0.818
10128,0.856,0.644
10129,0.437,0.549
10130,0.288,0.5
10131,0.3,0.458
10132,0.385,0.448
10133,0.416,0.452
10134,0.533,0.652
10135,0.836,0.601
10136,0.91,0.747
10137,0.666,0.766
10138,0.889,0.816
10139,0.869,0.884
10140,0.823,0.949
10141,0.821,0.92
10142,0.612,0.898
10143,0.46,0.838
10144,0.748,0.815
10145,0.686,0.893
10146,2.243,0.979
10147,0.831,1.001
10148,0.846,1.048
10149,1.009,1.039
10150,0.935,0.95
10151,0.727,0.818
10152,0.329,0.644
