time_idx,Real,predict
9985,0.047,0.031
9986,0.02,0.047
9987,0.034,0.063
9988,0.222,0.274
9989,0.761,0.741
9990,2.991,2.933
9991,2.659,2.57
9992,1.222,0.875
9993,0.629,0.445
9994,0.045,0.026
9995,0.2,0.054
9996,0.829,0.311
9997,0.734,0.284
9998,0.641,0.074
9999,0.029,0.082
10000,0.155,0.183
10001,2.332,2.693
10002,2.677,2.636
10003,2.402,2.32
10004,1.967,2.277
10005,1.375,1.389
10006,0.38,0.421
10007,0.1,0.052
10008,0.104,0.04
10009,0.02,0.029
10010,0.019,0.043
10011,0.066,0.061
10012,0.189,0.262
10013,0.871,0.786
10014,3.143,2.986
10015,2.297,2.631
10016,0.779,0.877
10017,0.548,0.444
10018,0.058,0.025
10019,0.021,0.061
10020,0.495,0.342
10021,0.351,0.286
10022,0.395,0.073
10023,0.093,0.083
10024,0.625,0.183
10025,2.051,2.754
10026,2.062,2.679
10027,2.572,2.413
10028,2.002,2.301
10029,1.329,1.411
10030,0.445,0.426
10031,0.046,0.054
10032,0.07,0.04
10033,0.02,0.028
10034,0.019,0.043
10035,0.044,0.06
10036,0.317,0.263
10037,0.736,0.801
10038,3.007,3.015
10039,2.309,2.657
10040,0.644,0.885
10041,0.536,0.448
10042,0.057,0.024
10043,0.029,0.062
10044,3.842,0.349
10045,2.266,0.287
10046,0.195,0.073
10047,0.062,0.083
10048,0.424,0.183
10049,2.93,2.77
10050,2.151,2.695
10051,2.504,2.442
10052,2.202,2.31
10053,1.127,1.419
10054,0.633,0.428
10055,0.187,0.054
10056,0.109,0.041
10057,0.019,0.028
10058,0.065,0.043
10059,0.02,0.059
10060,0.19,0.264
10061,0.826,0.806
10062,3.032,3.026
10063,2.083,2.667
10064,0.804,0.888
10065,0.321,0.45
10066,0.02,0.024
10067,0.019,0.062
10068,0.284,0.352
10069,0.02,0.288
10070,0.02,0.073
10071,0.066,0.083
10072,0.1,0.184
10073,2.387,2.776
10074,2.952,2.701
10075,1.767,2.452
10076,1.911,2.314
10077,1.212,1.422
10078,0.469,0.429
10079,0.184,0.055
10080,0.063,0.041
10081,0.03,0.028
10082,0.02,0.043
10083,0.021,0.059
10084,0.386,0.264
10085,0.674,0.808
10086,2.425,3.03
10087,2.026,2.67
10088,0.927,0.889
10089,0.533,0.45
10090,0.101,0.023
10091,0.057,0.062
10092,0.927,0.353
10093,0.291,0.288
10094,0.084,0.073
10095,0.065,0.083
10096,0.209,0.184
10097,2.485,2.778
10098,2.765,2.703
10099,1.905,2.457
10100,2.223,2.315
10101,1.237,1.423
10102,0.432,0.429
10103,0.02,0.055
10104,0.07,0.041
10105,0.02,0.028
10106,0.018,0.043
10107,0.064,0.059
10108,0.275,0.264
10109,0.684,0.809
10110,2.361,3.032
10111,2.552,2.672
10112,0.597,0.89
10113,0.451,0.45
10114,0.053,0.023
10115,0.034,0.062
10116,0.476,0.353
10117,0.721,0.288
10118,0.601,0.073
10119,0.026,0.083
10120,0.122,0.184
10121,1.336,2.779
10122,2.243,2.704
10123,1.879,2.458
10124,1.923,2.316
10125,1.142,1.424
10126,0.495,0.429
10127,0.141,0.055
10128,0.165,0.041
10129,0.031,0.028
10130,0.066,0.043
10131,0.019,0.059
10132,0.266,0.264
10133,0.699,0.809
10134,2.518,3.032
10135,1.744,2.672
10136,1.16,0.89
10137,0.356,0.451
10138,0.02,0.023
10139,0.038,0.062
10140,0.466,0.354
10141,0.528,0.288
10142,0.439,0.073
10143,0.183,0.083
10144,0.113,0.184
10145,1.753,2.779
10146,1.802,2.704
10147,1.733,2.459
10148,1.42,2.316
10149,0.9,1.424
10150,0.201,0.429
10151,0.359,0.055
10152,0.034,0.041
