time_idx,Real,predict
9985,0.103,0.168
9986,0.13,0.168
9987,0.193,0.165
9988,0.172,0.16
9989,0.104,0.153
9990,0.296,0.151
9991,0.16,0.154
9992,0.123,0.161
9993,0.084,0.168
9994,0.174,0.173
9995,0.181,0.171
9996,0.085,0.165
9997,0.293,0.16
9998,0.17,0.16
9999,0.155,0.165
10000,0.153,0.17
10001,0.083,0.171
10002,0.083,0.167
10003,0.143,0.159
10004,0.149,0.155
10005,0.054,0.155
10006,0.097,0.158
10007,0.142,0.161
10008,0.478,0.162
10009,0.069,0.159
10010,0.125,0.155
10011,0.157,0.152
10012,0.091,0.153
10013,0.061,0.155
10014,0.145,0.157
10015,0.141,0.157
10016,0.08,0.156
10017,0.142,0.155
10018,0.176,0.153
10019,0.112,0.154
10020,0.182,0.155
10021,0.156,0.156
10022,0.123,0.156
10023,0.068,0.156
10024,0.091,0.155
10025,0.362,0.154
10026,0.149,0.154
10027,0.462,0.155
10028,0.194,0.155
10029,0.169,0.156
10030,0.137,0.156
10031,0.071,0.155
10032,0.124,0.155
10033,0.143,0.155
10034,0.075,0.155
10035,0.08,0.155
10036,0.144,0.155
10037,0.08,0.155
10038,0.075,0.155
10039,0.169,0.155
10040,0.137,0.155
10041,0.053,0.155
10042,0.086,0.155
10043,0.157,0.155
10044,0.092,0.155
10045,0.056,0.155
10046,0.15,0.155
10047,0.16,0.155
10048,0.253,0.155
10049,0.222,0.155
10050,0.187,0.155
10051,0.114,0.155
10052,0.164,0.155
10053,0.195,0.155
10054,0.108,0.155
10055,0.723,0.155
10056,0.311,0.155
10057,0.149,0.155
10058,0.145,0.155
10059,0.086,0.155
10060,0.083,0.155
10061,0.15,0.155
10062,0.087,0.155
10063,0.077,0.155
10064,0.173,0.155
10065,0.136,0.155
10066,0.076,0.155
10067,0.135,0.155
10068,0.146,0.155
10069,0.205,0.155
10070,0.14,0.155
10071,1.11,0.155
10072,1.545,0.155
10073,1.63,0.155
10074,1.678,0.155
10075,0.515,0.155
10076,0.537,0.155
10077,0.359,0.155
10078,0.293,0.155
10079,0.27,0.155
10080,0.229,0.155
10081,0.227,0.155
10082,0.219,0.155
10083,0.217,0.155
10084,0.218,0.155
10085,0.203,0.155
10086,0.27,0.155
10087,0.195,0.155
10088,0.171,0.155
10089,0.162,0.155
10090,0.107,0.155
10091,0.056,0.155
10092,0.326,0.155
10093,0.158,0.155
10094,0.084,0.155
10095,0.109,0.155
10096,0.383,0.155
10097,0.115,0.155
10098,0.059,0.155
10099,0.466,0.155
10100,0.16,0.155
10101,0.145,0.155
10102,0.071,0.155
10103,0.317,0.155
10104,0.33,0.155
10105,0.153,0.155
10106,0.154,0.155
10107,0.151,0.155
10108,0.098,0.155
10109,0.064,0.155
10110,0.176,0.155
10111,0.139,0.155
10112,0.082,0.155
10113,0.159,0.155
10114,0.109,0.155
10115,0.073,0.155
10116,0.158,0.155
10117,0.102,0.155
10118,0.096,0.155
10119,0.216,0.155
10120,0.35,0.155
10121,0.142,0.155
10122,0.176,0.155
10123,0.266,0.155
10124,0.694,0.155
10125,0.254,0.155
10126,0.22,0.155
10127,0.213,0.155
10128,0.129,0.155
10129,0.197,0.155
10130,0.164,0.155
10131,0.106,0.155
10132,0.185,0.155
10133,0.151,0.155
10134,0.129,0.155
10135,0.322,0.155
10136,0.256,0.155
10137,0.092,0.155
10138,0.079,0.155
10139,0.15,0.155
10140,0.105,0.155
10141,0.178,0.155
10142,0.404,0.155
10143,0.149,0.155
10144,0.143,0.155
10145,0.156,0.155
10146,0.075,0.155
10147,0.132,0.155
10148,0.167,0.155
10149,0.298,0.155
10150,0.152,0.155
10151,0.228,0.155
10152,0.116,0.155
